Demographic info
Age
+----+----+
|    |    |
+----+----+
| 17 | 1  |
| 18 | 1  |
| 19 | 4  |
| 20 | 5  |
| 21 | 4  |
| 22 | 7  |
| 23 | 7  |
| 24 | 26 |
| 25 | 21 |
| 26 | 28 |
| 27 | 32 |
| 28 | 15 |
| 29 | 10 |
| 30 | 10 |
| 31 | 16 |
| 32 | 8  |
| 33 | 8  |
| 34 | 6  |
| 35 | 2  |
| 36 | 2  |
| 38 | 3  |
| 39 | 1  |
| 42 | 1  |
| 43 | 2  |
| 44 | 2  |
| 45 | 2  |
| 47 | 1  |
| 50 | 1  |
| 53 | 1  |
+----+----+
